text,label
"What if I, never fell in love with u.",0
it would have been easy to get job.,0
So I am thinking how to go back to Japan now.,0
Today is a meeting of church's friends.,0
"When I shook hand from the taxi’s window, they also shook hands firmly.",0
Most questions were quite straight forward ones that I could answer without much difficulty.,1
He ca n’t deal with the fact he is a killer.,1
So it is very easy to let children realize that teaming up with others can bring them advantages.,1
I can't find a right way to learn japanese.,0
"When I read a newspaper yesterday, I found an English word which I hadn't used before.",1
"Roger won the French Open in 2009. However, his final opponent wasn't Rafael.",1
"More specifically, I learned about glycolysis and the citric acid circle( TCA cycle).",1
I'm going to a party of my friend.,0
"Then my heart travel a southern country, dive in the seas.",0
"But this day it changes my judgement on reunion, I won't be mind to attend another one next time.",0
"And, when I could clean up, I was not prized...( I couldn't seem to clean well.)",1
There are no problems with bringing up his children by himself until they need their own mother.,1
"If he had returned by way of Nagano as scheduled, he would have been here by now.",1
"However, there is another problem in Japan, radioactivity lethal by accident.",1
Rain has a clearity( transparent?).,1
"Ordinarily, a head shot is a fatal attack, even if zombi.",1
"I felt my eyesight was getting poor recently, and my contact lenses didn't fit me.",1
"In lattes, we can change milk into soy milk for 50 yen, and add an espresso for 50 yen.",1
I eat lice every day!,1
B: I'm not fish!,0
"He looked like a human, but his head was a fish!",1
She never worried about anything before.,0
You don`t agree?,0
"However, I could not explain my documents because of a lack of time.",1
This game has interesting point.,0
"These days, unlike some Koreans who are bad at English, I am not afraid of making mistakes.",1
I had heard it well before participating in the activity.,0
"Shops in Eorzea, which is the world of FFXIV, have a poor selection.",1
I will finish all lessons and take the driving test during summer holiday.,0
It is talisman.,0
i ve been wondering that native english speaker always ask' r u right??'when we meet.,0
It seems to me it is the devil.,1
I am not sure why I like a bat since I was a child.,0
"So I drank soda and Coke, before I could drink alcohol.",1
"Anyway, I'm fine here and work at a healthcare- related company nowadays.",1
"It sounds quite easy, but really hard to do in this busy society.",0
Í m very sad now...,1
"At first, I could feel differences about cultures after I read this story.",0
"Next morning, she called the owner, so I could go to my room.",1
I was soooooooo excited today because I watched the WBC on TV most of the time!!!!,1
This is my first visit Hawaii.,0
"Cake, cokkie, pie and so on.",0
They have their reasons for their looks.,1
Or our nation could not have a free economy.,1
I wonder if that is correct?,1
I went to Indian restaurant with my colleagues for lunch.,1
Why is English text easier for me than German one?,1
they will just give it low mark..,0
"Furthermore, his boss seemed to have never permitted any promotion, even though he had good results.",1
And my parents did n’t give an allowance when I helped them for housework.,0
TONS OF JAPANESE NOSTALGIA CARS FROM THE 60'S TO NOW WILL GATHER.,0
"I have been to Canada, USA and England.",0
I thought Japanese women like skin whitening.,1
March 6th,0
I want to tell of my own experiences you've never experienced.,0
"If it isn't, I want to make it.",1
I work for a travel agency that needs the sense more than other businesses.,0
I have to think of a way to enjoy this time.,1
"next year, I will leave this company to look for a better.",0
"Today, I read the news about Hayabusa on my favorite website in the universe.",1
it is cloudy weather,0
"Because there are dirrenet nationality, high level English and speciality.",0
"It bothers me, so I just throw them away piece by piece in order not to call the recycling service.",1
"For instance, ordinary people try to hold your dream.",1
"School started on September 13, I am in the fourth grade now.",1
She scrathced my face as if it is a potato.,0
She got back home at 12:00 PM 12th March.,0
My mom has trouble with her knees these days.,1
I went to badminton court with my friend.,0
That was very tough but I think I managed to grasp it and write it down.,1
I didn't want to cry but I couldn't help but shed tears as I was moved.,1
"On the other hand, in Brazil, their descendants are about 0.8% of the total population.",1
Laos is the most peaceful country that I have travelled in.,1
Being forbidden using' in my opinion' is the same reason.,0
Because the mouse is most hated existence at the restaurant.,0
( especially a upper molar(?))-> Is this word' moral' used commonly?),0
"Today, I am starting to use Lang-8 and study English very hard.",1
Parents' thinking directly will affect their children's not only growth but also future.,1
It's such a long time to sleep in our life.,1
"In addition to that, the school is not so famous and has not so much reputation.",1
It seemed like I had to solve this question by myself.,0
today's diary is end!,0
Today I tried the exercise in the TOEFL speaking section because,1
"It's equivalent to English ward"" contradiction"".",0
"Dear DS, I love you",1
I have a plan to bake 10 baked cheeses to give my friends thanks to helping me last Sunday.,0
I'm going to Japan this month on 20th.,0
I going to study abroad to Canada.,0
"Rather losing him, losing my happiness?",0
And playing fee is expensive too.(more than 15000 yen)..,0
There have many strange aircrafts flying about high building.,0
There was the bloodmobile at the supermarket's parking.,0
I talked with foreigner by using Interpals that is web service to exchange language.,0
shelter and the situation of the salvage is on air.,0
The time of the sequence is not in order so that the viewers will feel confuse in the first place.,0
"She said"" buy it"", so I will buy it, but I wonder if my sons can use it.",1
"tomorrow morning, if the rain has stopped, I will bring my laptop.",1
The book has 142 units and I already finished unit 15.,0
It was too difficult for me even though I had an advanced gas stove.,1
"please help me, please!thank you!",0
It was the first time that I had eaten hot pots without shrimps.,1
I'm looking for a job.,1
"Now, I have to study English, Lang8 sounds interesting, so it started.",0
I read it on a commuting train.,1
"But unless you grow up, you will know and enjoy some things that you never knew before.",1
"On the first day, my brother came back",1
I found a desert recipe on the news paper which is good for summer season.,0
"Before finishing the auction, we started to join.",0
it`s very very fat book!,0
I just hope that the automn has come quickly or living in a ridiculously cold country!!,0
Sometimes corrects not only misstype but also your wrong knowledge.,0
"A bit about myself to start with, I guess.",1
They are worried about swine flu.,1
Photo: in malaysia,1
２．Have your Gmail account.,0
How's your summer vacation?,0
It is a rehabilitation program for working in the company( I'm ill of mental health).,1
After i heard the news it will be made a movie and release in autume.,0
There were many people in stadium and they had fun to cheering.,0
However the taste was changed a lot and it already became Japanese food.,0
this was a Kamikze bus!,0
"But, I have to study for an entrance examination.",1
I registered facebook last night.,0
And probably they will take action very actively in order to prevent the truth disclosing.,0
"While walking, I thought about what to write in today's diary.",1
Why do I always make mistakes?I stupid?,0
I plan to move to a new house at the end of this month.,1
o(*^▽^*) o~♪,1
"That` s all for today, now I`m going to read the book"" Three Comrades"" by E.",1
"Actually, the pronunciation of NY is a little bit different from other states.",1
(; 0;)←This is Japanese face mark.,0
I' ma positive person.,1
"And Red bull, this is a drink involved in caffeine, can also give me the power of study.",1
It was the most huge and gorgeous event I have ever joined.,0
this black hole..,0
I'll continue this topic to next journal.,0
It's very convenient to buy on the internet.,0
I will talk evryone about creature that makes japanese people feel summer.,0
"My hobbies are cooking, making bread, surfing the Internet and snowboarding.",1
"Sometimes, in his job, he has big problems, but he stays calm in a crisis.",1
So l couldn't go my office.,0
"Ah, now I'm starving.~",1
It's very confusing me as well.,0
I think I will take a car to go to Dalian.,1
too difficult to me.,0
I was really happy to do before she graduates.,0
I often listen to Christmas songs in my part- time job in a restaurant.,1
Dose Taiwan Dell want to celebrate the National Independence Day by this?,0
The difference is operation system.,0
"First, I want to mention that this journal is about FF 14, which is a multiplayer online game.",1
Then A woman whoes daughter play the piano suggested,0
It's not so common a concept for us that Christmas day is an important day for the family.,1
I addict to this games so that I spends too much time on this site.,0
It's enough that my father was cheered up by the book.,1
I am happy to make home at Lang-8.,1
"when I leave my house, landlord’s sister advised me not to buy rice in town.",0
"If you are interested in this, feel free to write something.",1
Q) Can you give us some tips for the Eurailpass?,1
I really happy with my boy friend right now.,0
"Yes, They are imperial family of Japan.",0
Now these are needed little tricks that you have when you're working with Java.,1
"so while I went there, I tried to find a part time job by googling",0
"Until now, the warehouse is so dirty and it's not possible to move into it.",1
but i haven't skip class till now.,0
I'm now go back to my home.,0
The TCU volleyball team has been excellent.,1
"If JICA allow him extend the period, he will be able to extend at most 6 months.",0
"Finally, we gave up the bus and we went back to Split, which had more buses to the park.",1
"dry them completely before peeling,",1
I just wonder if someone answer my question.,0
I can't entry new diary or comment to members until holidays is over.,0
"I love Eating, Listenig music, watching movies and talking!",0
And the noise that the bug flying around my ears made me crazy.,0
It's simple story.,0
"My husband started it as he liked, and I had to take care of my twins and I couldn't do my work.",1
"We ate a delicious sandwich included bacons, eggs, lettuce and so on.",0
And I like watch TV animation.,0
This is my first chance to write my diary in Lang-8.,1
"Cooking- I'm not great at cooking, but I feel calm when I'm cooking in my day- to- day life.",1
"I am ashamed to say that I am already twenty- two years old, but I can't cook meals by myself still.",1
I often listen to their songs.,1
and clothes are thiner.,0
"The cakes which the cake shop made are strange, because the cake shop is a Japanese sweets shop.",1
Speaking English is difficult for me.,1
I had a nice time with my friend and shopping~,1
"However, I understand it now because here is the UK.",1
my adventure experence,0
Crows Nest is a town which has a relatively calm atmosphere.,1
What is different these sentence?,0
This is my first time writing a diary in English. I feel a little nervous.,1
The gap between telephone and microwave has become small.,1
The park in front of my house has a forest whose area amounts to about two ballparks.,0
I'm gon na write so many categories of my life in my diary...,1
I took exam 1 week ago and I received the results of them.,0
"Although very hard, but also very happy.",0
I was tired from hard work.,1
However my landlord’ nephew told me“ you can swim by using a half pants.,0
"Anyway, the important thing is not to call him by his real name.",1
"One of them, Elizabeth, was proposed to by Mr.",1
So I had to care our children.,0
ill play Live with my band tomorrow,0
"I run to a station, and I found it out when I took train.",0
"My eyes are swallon and even though I've slept for enough time, I still feel tired.",1
It still did not work for me.,1
"For me, I've just decided on a new place to live.",1
I went to the unemployment office today.,1
"Finally,"" we"" doesn't mean you and me.",1
"I'm learning English, and I'm happy to introduce myself yesterday.",1
"The first day, Head of our Dojo said to us",0
"Of course, dormitory's meal is not so delicious(....) but there are my friends in there.",0
"In my case, I can do only half things than I want to.",0
"After that, I am going to meet my sister's boyfriend at 19:00.",1
I felt asleep till now'cause today is holiday...,0
Of course we can't miss white house and museum in Washington DC.,0
-and ate a waffle!,1
But I'll write entries and comments when I can.,1
"If someone interested in making Podcast with me, I'm waiting",0
"First, I thought that the cause was a miss connection on the TV antenna.",1
"Of course, I can teach Korean.",1
"Today I heard about a very interesting group"" TANDEM"".",0
but i did nt look for lover there.,0
It's started to sell some new year's cards in every shop around me.,1
I will be an Aromatherapist.,1
I am trial and erroring.......,0
The widespread use of the Internet has promoted the development of the global economy.,1
Have you listened 3OH!3 music band already?,0
"Because of all the mountains, the area people can live in is very small.",1
We went to a restaurant that sells a pork cutlet in downtown.,1
And English they speak is beautiful...,0
"It means"" I have a lover or husband.",1
How do you study a second language?^^,1
"today, I got up early( yesterday, I decided to get up early).",1
"S, one of her albums is a best seller and she won the Grammy award in 2009.",1
I'm thinking about putting on my socks and using my blanket.,1
"This web site is great, I hope someone graciously correct my English.",0
I don't willing to go outside.,0
Weather is anther problem to influence I did n’t play it.,0
There were lots of people who wants to see same flowers by bus and bycicls.,0
I contacted him II,1
I wish I talked with many people.,0
"I watched some documents and photos, the lovely polar bears are suffering the global warming.",0
I'll love the children and cheer up~^0^,0
i wish everyone a merry chrismas.,0
They are good memories and I never gorget those days.,0
But the steps until reaching the top were terribly tough.,1
Indian flute is n’t popular yet in Japan.,0
"Two of three is very close and familiar friends, so two",0
"Today, I finished my diary early so I'm going to drink with friends tonight.",1
I think it is an interesting service.,1
"We Japanese don't say,"" We ate the meal.""( Do you say this?",0
"Now, all Japanese have to cooperate with each other to solve this crisis.",1
The creative abilities of Nurbulan are still not drained.,1
the screen to small so not too easy to find.,0
My mother is hevy drinker.,0
"Since sending products to customers after we receive the customer's order, it takes a long time.",1
how many feet does octopus have?,0
The job was very different to finding.,1
I spent so much time and energy on mobile phones that had a very bad influence on my final results.,1
"Today, our teacher let us know the score.(the big test.)",0
I enjoyed the vacation with my family.,1
"One day, my daddy bought a CD with their songs and I decided to amuse myself.",1
What are your favorite movies?,1
My reason to use a foreign language handicapped,0
And this is it which is made with Inden- leather.,0
"I watched this shop on TV news, so I knew that the clothes were very cheap.",1
Laura could ń t stop laughing.,1
Today one of my colleagues introduced me to this website.,1
But the Korean national team of soccer is stronger than the Japanese national team.,1
"If you have a question, I'm happy to answer.",0
"Aroud these days many ghost come back their familys, friends.",0
What's the difference between these words?,1
Can u check it?,0
"We can study hard; we can do our homework, and we can't speak in class...",1
Travel' 10 spring 1: Madrid 1,1
"After a week, Cherry blossoms will be gone.",0
I scraped the inside of a rusty frying pan with a brash.,1
Can I do better without holding mother’s hand,0
I was surprised for the first time.,1
I was sooo relaxed.,1
I was proud of them as part of Japanese culture.,1
-about 1800 yen( 18.7 dollars),1
What is your favorit muisc?,0
Her dead body has been buried upstream since then.,1
"Whether they stay here or not, I really hope that they are happy, healthy and will be successful.",1
"After the day, I got a phone call from my mother and she said to me,",1
"Because, there is a lot of American or men from another country!:)",0
"Nor shall Death brag that thou wander' st in his shade,",1
And I like helping others.,1
"But I believe in myself, and I will stick it out!!!",1
i am satisfied with my attitude to job.,0
thesedays I'm so tired.,0
I couldn't watch through last scene!,0
"To tell the truth, this was my first chance to talk with them!",1
I just pray for his early recovery.,1
We are an economical couple because our birthday parties are held at one time.,1
A gratin is a good dish for a cold day.,1
"On another note, I studied for the exam of EIKEN in my car, but it was really cold.",1
It was delicious.(used japanese- produced beef),0
"Go to there alone, no one company me, my English would improve more I think.",0
I put the Kimchi with other ingredients in to frying pan and fried them with oil.,0
"This game is an endurance game, too.",1
"Easy to say, after 91 days, I'll take a test which will decide my life.",1
It was a rainy and cold day.,1
"He said"" I can't stand my daughter be chopped into small pieces even if after her death"".",0
One of these machines that I really like is the bench- press.,1
"My mother tongue is Chinese. If you have some problem with Chinese, I'm ready to help you.",1
Last day I got a mail that a person wants to visit and join our Dojo.,0
Do they really want correction by anybody?,0
She will go home 12 pm tomorrow.,0
"On the hand, parents also need to be educated.",0
"for axample, When you are lonely or depressed, you see reality show and they make you laugh.",0
It is one of fitness programs and New Zealand is it's home.,0
Japan is am7:00.,0
On5 May in Japan was Children's day.,0
Maybe this is nature of the punishment.,0
"Ops, it's already 1:30 am in Japan, I should go to sleep.",1
I want to go Malacca next time.,0
"It cost me 20,000 yen( about 200 dollars) to exchange it, which is half the price of a new one.",1
i m in the car(video!),0
Which is real pumpkin?,0
May god bless people of the world...,0
He said he want his camera to work,0
"No need just long life expentancy, but such a life like what I'm satisfied with.",0
I have to write more detail of my ex- job.,0
"Every time I watch that, it makes me want to go there.",1
I am really looking forward to it!!!,1
He was happy to go abroad by free air ticket.,0
"The first thing to do is to be happy, because I got the great one.",1
"When she finished the surgery, her eyes were watered because of the pain.",1
He said he had traveled around this world.,1
Japanese wear their cotton mask and goggles like a swimmer to escape from the suffering.,0
"After I finished my packing, that moment I just felt down.",1
My friend is depression,0
"The government should follow this example, at least to use English.",1
I was the same age when she delivered us. I think that she is really strong! Her hobby is gardening.,1
I joined the Workshop of Hippo activities.,1
I worked a Japanese magazine company when I came New Zealand.,0
Prize A and B are not a usual prize.,0
"For one thing, I hope the holiday comes quickly, but I am also afraid...",1
At first in the after noon I joined her in store live concert.,0
"they live somehow and i think it's very fun and i want to live there,",0
It is too difficult for me.,1
The person who blurts out things to others shows his careless and selfish.,0
This novel has a lots of quantity around 1700 pages on japanese edition.,0
But we have to buy an IC reader for our identification on the Internet.,1
I will have to go part time job at SHIBUYA.,0
I love it.,0
I join Lang-8 today.,0
I couldn't stand it. I would actively explain it to them.,1
"Now it is still January, but this vacation is called spring-.",1
* My classmate tell me to give her hands.,0
For a lot of poles eastern begins on Munday Thursday.,0
It is the rainy season in Tokyo.,1
because I am not good at English also I don't clear about the sales trend.,0
u can teach japanese by cam:),0
"For years I had studied English, I actually feel difficulty with it.",1
Studying is the first and most important job for us students.,1
"After she couldn't see him, she went back to her home.",1
I have to go to sleep soon for work tomorrow.,1
"But anyway, Today's topic about picture artist who make picture by others products.",0
:( i want to became a illustrator.,0
"Hey, don't you laugh at the man who failed to become a poet but a tiger?",0
We had lunch at Italian restaurant and then we went to the coffee shop.,0
TASK 3- 2(40 min) the first half,1
But now we have so much snow that we are tired of snow.,1
"after few days, i found another thing, i can't use an ipad to write correctoin either!!",0
This is the first time that I have posted a journal on Lang-8.,1
It's easy to mess up the rasp.,1
So I took him here forcely.,0
I don't believe ghosts at all.,0
Please tell me delicious sweeets if there are sweets in your country.,0
Probably they are very excellent because It is very difficult for chinese to go abroad.,0
"If you are interest in their activities, you browse their webpage.",0
What do you think of the announcement of the Japanese train?,1
"He finally said it"" Gantz dependence"".",0
Is this sentence right? Practical!!,1
enjoy playing music with their usual.,0
Then I went to see this event.,1
yesterday for resolution of complaint of the day before yesterday.,0
I didn't go shopping because of the cold.,1
They introduced by their parents at a feast.,0
That was second time today for Nao and me.,0
I’m fired with my new hope now.,0
SESS meeting is held 2 times in a,0
"By the way, I heard an interesting story about yen and dollar.",0
There was a concert with EXILE today!,1
"But, many companies in China were affected by the financial crisis strongly this year.",1
"I can Image difference, between"" Judaism"" and"" Christianity and Islam"".",0
I got a new year's gift.,1
we got off almost 11 pm or 12 pm.,0
Zach live in america( I ca nt remember state:[) anyway.,0
"And I can see my boyfriend on Saturday, shopping, and go drink.",0
"When a patient eat it, he will perspire lots.",0
The film recalled me to my childhood.,1
He is a pilot for an international airline.,1
We are going to go to the following places.,1
"I happened to find this link in this website, and I thought it's so funny.",0
I decided to make it by myself.,1
"Refer from Japan's old word,"" 8 million gods are living in Japan”.",0
I have been in same course in the school for 2 months.,0
"Last, there are full of termite in the basin.",0
one of my friends is teacher.,0
"Is that 7 th July 2009,7:00 PM-10:00 PM?",1
The only thing that I make sure is that she was born in January.,0
my life need fresh air.,0
I stopped by the pet store yesterday.,1
to let readers know the possibility of replication and a lot of details about what was done,1
"Though it may not so dangerous, if stay in Tokyo only a few days.",0
I was very tired because I had to take care of my superiors.,1
I found an interesting website today!,1
"The children of Cambodia are very kind, pure, cute.......",1
What a beatiful Day!!,0
Today is paid holiday.,0
"And knowing from the news, many places in the world are also suffering from the snow disaster.",0
I went to the Night Safari but we were prohibited from using a flash when we took pictures.,1
"Japanese like Christmas and think it as an important event, even though they are not Christian.",0
There were 5 people at the reception. I didn't have an appointment.,1
It takes an hour to go there.,1
Thank to him for loving me ever and be brave to accept this disillusion of love.,0
but today is job.,0
We learn etiquette and cultivate our spirit through it.,1
March 27th,0
"In recent years,“ Juke Food” has been a main topic which is hotly discussed by people and media.",1
"Because Thesedays, I was thinking that I want to write my dairy",0
and I want to become friends with various countries' people.,1
"I still have sore throat, so I'm having some throat drop and a lot of water.",0
He hoped readers to edit his writings in a minimum way in order for him to understand.,0
"My major was classical music, especially piano.",1
Today I am going to make sentences that I am not sure.,0
"Therefore, I don't do anything related to my job, like studying.",1
These question are talking theme in our English circle on this weekend.,0
"He is very old but very energetic, and he and his wife traveled many countries.",0
"Besides, in Korea summer many eat watermelon and bean noodles etc.",1
I went to convinience store.,0
I am looking forward to weekend.,0
Do you know the Japanese recruiting system?,1
"After lunch, we took a walk in Central Park and went to the Metropolitan Museum.",1
I' ma Japanese student.,1
"Game development by amateurs is called"" DOUJIN Game"" in Japanese.",1
But he presented to me.,0
Now we watched till the end of season second.,1
"I sometimes use my own right so that I want to be happy, even if my health is a little bit broken.",1
"If I finished writing this blog, would I be able to say"" I've finished writing this blog.""?",1
Who should pay and how the degree should be paid is an interesting issue.,1
So I need your understanding.,1
"You say:"" I want to be with you.""",1
Recently I often play mahjong with my friends at dormitory.,0
This method was once focused on( or paid attention to) the field of tumor.,1
"When my friends asked me what thing made me feel so funny,",1
Tomorrow I will fly to India for business trip.,0
Osaka is a unique city unlike other Japanese cities.,1
That‘s all.,0
"In this level, it will a heavy snow!",0
April 8th,0
I think that it has progressed considerably.,1
It helps at self- control.,0
This word usually used in negative way.,0
I have studied English for a long time but on these courses I learn a lot of new words.,1
We searched a hotel and moved into it.,0
The groung was crowed a sea of people even police blockaded a lenth of road for,0
"This is very expensive, so I left it.",1
Many TV dramas and TV commercials used theirs songs.,0
I am a Thai woman who wants to prove my english.,0
Perhaps it has been continued for 5 years.,1
won the gold medal in the 2006 Torino Olympics.,1
It is always being worse.,0
"five years ago. Then she met her husband. After two years, they got married.",1
I want to do work to use Chinese.,0
"There are the 3 most important elements in English classes: input, intake, and output.",1
"Have to back to work, have a nice weekend, my friends.",0
Why do students want to attend university in Japan?,1
"In a class, one of professors told us about what it happened, what the origin is.",0
"However, the trial lesson was very fun.",1
Those make me laugh and are refreshing.,1
"I watched"" My sisters keeper"" about a couple of weeks ago.",1
It is my short poem and I translated it into English.,1
Taiwan is a very wonderful country.,0
I think there two types of corrections.,0
I feel scared of nature again because disasters of nature have recently happened everywhere.,1
It is limited to less than 10 items for bigginer user in Ebay.,0
I could not help laughing when his face's shape?( like an egg) made fun of other people LOL,1
I have just signup and try to write something.,0
"After parting in the airport, we went up on the hill to see the airplane took off.",0
"After 1 year of killing his son, Mr.",1
There are many many tv- show which many comedian appear in Japan.,0
"By using the express way, I can shorten the 45- minute commute time so I can relax in the morning.",1
I supposed that there were thirty ones...,0
It was sad news to me.,1
"Tomorrow, we are going to short trip.",0
I felt like the cover on my eyes was suddenly drawn back.,1
I would like to talk with you about culture of each countries.,0
It's a Where is a parking?,0
I warmed myself with a blanket.,1
I'd like to go bus tours again.,0
"So, what do you think about fashion in Russia?",1
I am Japanese 56 year- old woman.,0
"But they really scared, and it was little bit fun for me.",0
"First, we went to 21_21 DESIGN SITE where the exhibition,",0
A subtitute,0
There were 18 people!,1
but I didn't know what his reply would be to me if I told him what I was thinking.,1
"Shaping up is top of the New Year’s wish list, followed by saving cash.",1
"I got sunburned, and so tired.",0
"Anyway, I am not satisfied with my salary.",1
I did some exercises.,1
I would like to improve my English ability quickly.,1
"and when I searched for the Siamese twins' definition, I got this.",1
Lucy waits for the car which Tom drives.,1
But I still have a problem with hearing English and speaking it.,1
He is a good professor.,1
Last week I got same contents e- mail.,0
I sincerely hope that will reconstruct as soon as possible.,0
"Anyway, we finished diner and we went MT NamSan took a cable car.",0
There are many items I want!,1
"Today was a little bit busy day, even though it's a day off.",1
How about other countries?,1
My son loves cub scout and continue since last year.,0
"In spite of the end of June, the weather in London was rubbish resently.",0
I've already received invitations to about 5 parties.,1
No wonder A Pu- O was reckoned as the supremest of all mandarins for inventing it.”,0
I will write about Japanese education system.,0
I do my best study english& job hunting!,0
But I also worry that this new job is much more difficult than my previous job.,1
"The day before yesterday, I went to the library.#27",1
"The homework is to make our own chart, and to make some sentences about the chart.",1
"Except working illegally, which means being exploited, working a lot and being paid a little.",1
"He is very naughty, although he is just 5 years old.",1
I think that both of them are right.,1
Today's favarite FML,0
"He appealed to people for"" Love and Peace"".",1
They told me that some shoots are coming up from a soil.,0
"Despite today is Thursday, Monday English class was held today.",0
But I was a bit disappointed with the commercialization like in many souvenir shops.,1
It was hard day.,0
"I find this good web from PTT, which is a big BBS in Taiwan.",0
It is really a long vacation. I find myself more lazier than the days when I am at university.,1
"Bull is black, and his face like a cow.",0
"It's an old Chinese literature, but it's not the same as what they read or speak.",1
I have had asthma since childhood.,1
Why is it's always so hard to decide where to go in the future?,1
This tune is self cover.,0
At that night there were also few groups beside mine.,0
"The other 3girls inculding me was very suprised but said"" Indeed!"" together.",0
What is my interesting sports?,0
"Why do I need to be obedient, do you think you are always right?",1
The church is so far from my place.,1
I was forced to leave the lib and that made me to put my diary away temporarily.,0
I keep searching the Internet for answers but still have not got answers.,1
Why we have to run for our individual happiness，and get old in our regrets.,0
I'm waiting for your impression. Please send me an e- mail( hitchingnz 2010@ gmail.,1
when i was in beijing I really loved it.,0
"We asked him why, and he answered that if he could drive with a respirator it would be so cool.",1
"When I was a student, I've traveled to many countries.",1
Now I' m in Kobe for business trip.,0
Look at the picture that she draw them.,0
"His father had been stayed the nursery home, and I went to see him on April 23th.",0
You should n’t worry too much what you said to your boyfriend.,0
They said that it's hard for us to enter university with Scholastic Ability Test.,0
Is this come from getting old?,0
Vettel is GOOD RACER!,0
There was not a book which I wanted to buy.,1
"I know all Indians is not like that, but some of them is.",0
May lovely Lord have mercy on me.,0
The weather forecast said it would be raining again.,1
He and this woman were ex couple actually.,0
The picture I drew which showed my image was criticized by one of my friends a couple of days ago.,1
And I wish I had been born in an English- speaking country.,1
But I think a dog to be pretty.,0
"Not every day, but I have written a twice a week.",1
"I started to run again at last a kilometer point, I reached the goal with audience's cheer.",0
1 Unpack the package.,1
The powder for pancake is sold in a Japanese supermarket.,1
"However, we haven't decided what we will bring yet.",1
", but oily a little.",1
South Korean government asked them.,1
"That main issue was like that;"" You shold go China, and open an e- commerce site"".",0
That news became a problem in Japan.,1
Sometimes met dance teachers who reminded and gave me some suggestions of dancing.,0
He has cancer too.,1
Thank you for read and correct this poor writing.,0
"In his drawings, the"" dignity of human being"" is expressed, I think.",1
"During the last game, I thought that I can die if we get a victory at this game.",0
But they aren't kind of Sakura.,0
October 8 th,1
"At the start, I listened to the radio to study Chinese.",1
"After dinner, we take a walk in the community.",1
However I feel my skill is not enough to work with native speaker.,0
It costs 1 M= 10¢.,1
G 7 meeting this year.,1
Just imagine the dialog between old stuttering doctor and patient has a running nose!,0
"A：Uh, hi, Gastine.",0
that is time difference...,0
"I think it is like"" intern"".",0
"Even if I didn't remember any of the German words, when I started studying it reminded me.",1
last night our teacher talked about the dream of red mansition with us.,0
This is very sensitive problem but I hope that this will solve peacefully.,0
"I thought,"" Oh, no!",1
I helped a perfect flat.,1
It can be predicted that they settle in creating a new ethic groups.,0
"On my school way, I bought a bow of porridge as my breakfirst.",0
They are very active and quick with regard to new ideas.,1
"Time for going to the supermarket, over for the time being.",1
"Recently I could sense that someone wanted to ask me for a favor, to take pictures from a distance.",1
I think it really a good idea for people look for a partner.,0
"Now I borrow books from a coworker, who is a senior lady like my mother.",1
"on the converstion, MR.",0
I admit that I have many other ashamed mistakes.,0
"Our dojo, people were looking enjoyed it so I chose it.",1
I loved it.,1
"I am interested in manga, Japanese animation and Fantasy novels.",1
"I think because of the habit of Japanese architects( buildings, bridges,...",1
The man in the gray suit is a little taller than the man in the brown one.,1
He was in UNICEF activy.,0
I think cicadas are simbol of the hottest summer.,0
"After interview, I always have headache.",0
She was much better than I had expected and greeted us with a full smile.,1
Please be with me.,0
"I learned English since I was a junior high student, so I learned English for a long time.",0
April 6 th,1
I had a goot time with little cute girls.,0
I promised her to bring them at the time when I return to Japan briefly in this October.,0
"Hello, I'm Mark. I'm 22 years old. This is my first post:-)",1
I need some change and innovate.,0
Therefore my entry will be longer.),1
I just registered 13 credits this semester and I have one course left for summer.,0
I don't want to go to work.,1
I should not care about such a thing.,0
>> Japanese language learning tools on the Web,1
"books, photos, accessories, DVD, etc all i had forgetting...",0
He is a good person who kindly helped me for one year or so.,1
If the government just prohibits them from entering the U.,1
Can you show me how to go in for garden?,0
"Recently, I started to go to the language education center at Chungnam university.",1
I'm looking forward to see her next mactch!!,0
A man got his fifth son on May the fifth.,1
"I saw the movie"" Arrietty"".",1
I can't image how the world will be without adverting.,0
"Anyway, I went to an Irish Bar and met an English guy today.",1
I can forget the things that I don't want to think when I watch DVD.,0
I'm a student and major in Department of Education at Sophia University in JPN.,0
Sep 30th,0
There is a real story is connected to this topic.,0
"Now, I'm in a training period and studying about the opto- semiconductor.",0
But many people are against the offer.,1
Communicating with one's friends is indispensable to him or her to relax the body and ease the mind.,1
Every day I visit a lot of factories that sell tools and machines.,1
We can not imagine those things.,1
We could barely carry it to our new room without taking a rest many times.,1
I practise a 9- year- old boy in English.,0
You can listen to the samples from this link.,1
Others didn't come my class.,0
dunno why but felt like I've been missing all the good foor in my Life.,0
Next morning,1
The hospital must be open to inpatients all year around.,1
"I want to tell the following story, but I can't.",1
"I don't know whether it's expensive or not, but it's very convenient.",1
He is making a living as a free writer.,0
whenever I met John after a long time.,1
"In my group, we had three guys and three girls. We shared our experiences with each other.",1
I'd ordered a Kindle on Amazon.,1
Today I got to work at about 9 o'clock and I started with my projects.,1
"Hello, I feel that learning English looks like doing a diet.",1
I will work in the hospital about 24 hours.,1
"So, I tried not to step them.",0
What do you think of this diary written in English and Japanese parallel.,1
"Yours truly,",1
I choose this course because I'd like to learn about religious traditions in Korea in English.,1
Best regards,1
"So, I went to the location of the fire as soon as possible in my car around five o'clock.",1
March 25th,0
When I look at this picture.,1
I cought a cold last week and ill in bed.,0
